id,timestamp,question_title,chapter_id,correct_answer,distractor_1,distractor_2,distractor_3,source,author,description_llm
275,10/19/2024 00:19:26,What was Gestalt Psychology a response to?,1,Structuralism,Behaviorism,Cognitive Psychology,Humanistic Psychology,21/22_Student_Halfway,1727427,"<div> 
<p><b>Gestalt Psychology</b> emerged as a response to Structuralism, which focused on breaking down mental processes into their simplest components. Gestalt psychologists argued that this approach overlooked the holistic nature of perception and experience, emphasizing that the mind understands experiences as whole units rather than a sum of parts.</p>

<p>The other options, such as Behaviorism, Cognitive Psychology, and Humanistic Psychology, represent different schools of thought that developed later or focused on different aspects of psychology. Behaviorism emphasizes observable behaviors, Cognitive Psychology centers on mental processes, and Humanistic Psychology highlights individual potential and self-actualization. While these perspectives are important, they did not directly challenge the foundational ideas of Structuralism like Gestalt Psychology did.</p>
</div>"
276,10/19/2024 00:19:26,Studies on the same subject can have different results. Combining these studies and results to get a better conclusion is an example of:,2,A meta-analysis,A narrative review,The correlational method,Qualitative Research,21/22_Student_Halfway,1727427,"<div>
<p>The correct answer is <b>meta-analysis</b>, which involves systematically combining data from multiple studies to derive a more comprehensive understanding of a particular research question. This method helps to resolve discrepancies in findings and increases the overall statistical power by pooling results.</p>

<p>In contrast, a <b>narrative review</b> summarizes existing literature without a systematic approach or quantitative analysis, often lacking the rigorous methodology that characterizes a meta-analysis. The <b>correlational method</b> investigates relationships between variables but does not integrate results from different studies. Lastly, <b>qualitative research</b> focuses on exploring phenomena through non-numerical data, which does not align with the goal of synthesizing numerical findings from various studies.</p>
</div>"
277,10/19/2024 00:19:26,What characteristic must a drug have to penetrate the blood-brain barrier?,3,Fat soluble,Slow absorbing,A small dose,Diffusible,21/22_Student_Halfway,1727427,"<div> 
<p>The correct answer is <b>fat soluble</b> because substances that are fat soluble can easily cross the blood-brain barrier, which is composed of tightly packed cells that prefer lipid-soluble molecules. This property allows these drugs to enter the central nervous system effectively.</p>
<p>In contrast, being <b>slow absorbing</b> does not correlate with the ability to penetrate the barrier, as absorption rate is not a determining factor for crossing it. A <b>small dose</b> is also irrelevant, since the amount of a drug does not affect its ability to permeate the barrier. Lastly, while <b>diffusible</b> substances can spread through tissues, not all diffusible substances can cross the blood-brain barrier, making this option incorrect.</p>
</div>"
278,10/19/2024 00:19:26,Which stage of sleep typically occurs last in a sleep cycle?,4,NREM - NREM - NREM - REM,REM - NREM - NREM - NREM,NREM - REM - NREM - NREM,NREM - NREM - REM - NREM,21/22_Student_Halfway,1727427,"<div> 
<p>The correct answer is the sequence that ends with REM sleep, which is the final stage in a typical sleep cycle. REM (Rapid Eye Movement) sleep usually occurs after several cycles of NREM (Non-Rapid Eye Movement) sleep, making it the last stage in a complete sleep cycle.</p>

<p>In the other sequences, REM sleep appears either too early or is absent at the end, which does not reflect the standard progression of sleep stages. For instance, having multiple NREM stages followed by REM is crucial to represent the natural flow of sleep, where REM is a restorative stage that generally occurs last. Thus, the correct sequence accurately captures the structure of a full sleep cycle.</p>
</div>"
279,10/19/2024 00:19:26,Which three bones are known as the ossicles?,5,"The malleus, the incus and the stapes","The malleus, the pinna and the cochlea","The incus, the saccule and the cochlea","The pinna, the utricle and the saccule",21/22_Student_Halfway,1727427,"<div>
<p><b>The correct answer is the malleus, the incus, and the stapes.</b> These three tiny bones are located in the middle ear and play a crucial role in the process of hearing by transmitting sound vibrations from the eardrum to the inner ear.</p>

<p>Other options include bones and structures that are not classified as ossicles. For instance, the pinna is the outer ear structure and does not function as a bone, while the cochlea is part of the inner ear responsible for converting sound into neural signals. The saccule and utricle are involved in balance rather than hearing. Therefore, only the malleus, incus, and stapes are correctly identified as the ossicles.</p>
</div>"
280,10/19/2024 00:19:26,Removing something to increase the likelihood of a behavior is called:,6,Negative reinforcement,Positive reinforcement,Positive punishment,Negative punishment,21/22_Student_Halfway,1727427,"<div> 
<p><b>Negative reinforcement</b> is the correct answer because it involves the removal of an unpleasant stimulus to increase the likelihood of a desired behavior occurring again. For example, if a student studies to avoid getting a bad grade, the removal of the bad grade acts as a negative reinforcement for studying.</p> 

<p>On the other hand, <b>positive reinforcement</b> refers to adding a pleasant stimulus to increase a behavior, such as giving a reward for good grades. <b>Positive punishment</b> involves adding an unpleasant consequence to reduce a behavior, like scolding a child for misbehavior. Finally, <b>negative punishment</b> means taking away a pleasant stimulus to decrease a behavior, such as removing a toy when a child misbehaves. These concepts illustrate different mechanisms of behavior modification, but only negative reinforcement specifically involves the removal of something to promote a behavior.</p> 
</div>"
281,10/19/2024 00:19:26,The theory of multiple intelligences proposes several distinct types of intelligence. How many types are identified in Howard Gardner's theory?,7,Eight,Three,Five,Ten,21/22_Student_Halfway,1727427,"<div> 
<p>Howard Gardner's theory of multiple intelligences identifies <b>eight</b> distinct types of intelligence, which include linguistic, logical-mathematical, spatial, bodily-kinesthetic, musical, interpersonal, intrapersonal, and naturalistic. This comprehensive approach expands the understanding of how individuals process information and learn.</p> 
<p>The other options are incorrect as they do not reflect the full scope of Gardner's research. For instance, three, five, and ten do not encompass the complete range, and thus do not accurately represent the diverse ways in which people can be intelligent.</p> 
</div>"
282,10/19/2024 00:19:26,Which psychologist is associated with functionalism?,1,William James,Ivan Pavlov,John B. Watson,Sigmund Freud,21/22_Student_Halfway,2021258,"<div>
<p><b>William James</b> is the correct answer as he is widely recognized as the founder of functionalism, a school of thought in psychology that focuses on how mental processes help individuals adapt to their environments. His work emphasized the purpose of consciousness and behavior.</p>

<p>The other psychologists listed are associated with different psychological theories. <b>Ivan Pavlov</b> is best known for his work on classical conditioning, which explores learning through association. <b>John B. Watson</b> is a key figure in behaviorism, emphasizing observable behaviors over internal mental states. Lastly, <b>Sigmund Freud</b> is known for developing psychoanalysis, focusing on unconscious processes and childhood experiences. Each of these psychologists contributed significantly to their fields, but none are linked to functionalism like William James.</p>
</div>"
283,10/19/2024 00:19:26,Which research method compares multiple segments of a population at a single point in time?,8,Cross-sectional research,Naturalistic research,Archival research,Longitudinal research,21/22_Student_Halfway,2021258,"<div>
<p><b>Cross-sectional research</b> is the correct method as it involves analyzing data from different segments of a population simultaneously, providing a snapshot of the population at one point in time. This approach is particularly useful for identifying patterns and differences among groups.</p>

<p>Naturalistic research, on the other hand, focuses on observing subjects in their natural environment without manipulation, which does not specifically aim to compare segments at a single time. Archival research involves analyzing pre-existing data, which may not be designed for real-time comparison of different population segments. Lastly, longitudinal research studies the same group over an extended period, making it unsuitable for the purpose of comparing multiple segments at just one point in time.</p>
</div>"
284,10/19/2024 00:19:26,The frontal lobe is involved in?,8,"Reasoning, motor control, emotion and language",Processing information,"Hearing, memory, emotion and language",Interpreting incoming visual information,21/22_Student_Halfway,2021258,"<div><p>The correct answer highlights the specific functions of the frontal lobe, which include <b>reasoning</b>, <b>motor control</b>, <b>emotion</b>, and <b>language</b>. This area of the brain is crucial for higher cognitive processes and voluntary movement.</p><p>The other options are incorrect as they refer to functions associated with different brain regions. For instance, processing information is a broad term that can apply to various cognitive functions across the brain. Hearing, memory, emotion, and language are primarily associated with areas like the temporal lobe, while interpreting incoming visual information relates to the occipital lobe. Thus, these distractors do not accurately represent the primary roles of the frontal lobe.</p></div>"
285,10/19/2024 00:19:26,In which sleep disorder does a person stop breathing temporarily?,8,Sleep Apnea,Insomnia,Parasomnias,SIDS,21/22_Student_Halfway,2021258,"<div>
<p><b>Sleep Apnea</b> is the correct answer because it specifically refers to a disorder characterized by repeated interruptions in breathing during sleep. These pauses can last a few seconds to minutes and often lead to fragmented sleep and daytime fatigue.</p>

<p>In contrast, <b>Insomnia</b> is primarily about difficulty falling or staying asleep, but it does not involve breathing interruptions. <b>Parasomnias</b> encompass a range of abnormal behaviors during sleep, such as sleepwalking or night terrors, but again, they do not involve breathing issues. Lastly, <b>SIDS</b>, or Sudden Infant Death Syndrome, is a tragic phenomenon that occurs in infants and is not classified as a sleep disorder in the same way as sleep apnea.</p>
</div>"
286,10/19/2024 00:19:26,Where are the cones located in the eye and under what conditions do they function best?,8,"Only in the fovea, in bright light conditions","Only in the fovea, in low light conditions","Retina except the fovea, in bright light conditions","Retina except the fovea, in low light conditions",21/22_Student_Halfway,2021258,"<div> 
<p><b>Cones</b> are photoreceptor cells located primarily in the <b>fovea</b>, the central part of the retina, and they function best in <b>bright light conditions</b>. This is why the correct answer highlights their exclusive presence in the fovea and optimal functioning in bright light.</p> 

<p>The first option incorrectly mentions low light conditions, which are more suited for <b>rods</b>, not cones. The second and third options incorrectly state that cones are located in the retina except the fovea, which is inaccurate as cones are densely packed in the fovea and sparse elsewhere. Therefore, the only accurate statement is that cones are found only in the fovea and are effective in bright light.</p> 
</div>"
287,10/19/2024 00:19:26,"In classical conditioning and operant conditioning, there is a difference between the",8,Both; conditioning approach and stimulus timing,Conditioning approach,Stimulus timing,Learning outcomes,21/22_Student_Halfway,2021258,"<div> 
<p>In classical conditioning, learning occurs through the association of stimuli, where a neutral stimulus becomes associated with an unconditioned stimulus to elicit a conditioned response. In contrast, operant conditioning focuses on how consequences shape behavior through reinforcement or punishment. Thus, there is a clear distinction in the <b>conditioning approach</b> used in each method.</p>

<p>Additionally, <b>stimulus timing</b> is crucial in classical conditioning, as the timing of the stimuli affects the strength of the association formed. This differs from operant conditioning, where the timing of reinforcement is significant for behavior modification.</p>

<p>The options regarding <b>learning outcomes</b> are not as relevant to the fundamental differences between these two types of conditioning, making them less suitable as a distinguishing factor.</p>

<p>Therefore, the correct answer highlights that both the conditioning approach and stimulus timing are key differences between classical and operant conditioning.</p>
</div>"
288,10/19/2024 00:19:26,At what age do children typically say their first words?,8,12-18 months,3-8 months,8-13 months,18-24 months,21/22_Student_Halfway,2021258,"<div>
<p>Children typically say their first words between the ages of <b>12-18 months</b>. This is a key developmental milestone as they begin to communicate more effectively with those around them.</p>
<p>The age range of <b>3-8 months</b> is too early since infants at this stage are generally cooing and babbling rather than forming recognizable words. The range of <b>8-13 months</b> is also early, as many children may only start to say a few words towards the end of this period. Finally, <b>18-24 months</b> is slightly late for first words, as most children will have already started to speak by then and are typically expanding their vocabulary.</p>
</div>"
289,10/19/2024 00:19:26,One of the paradigms of psychology focuses on understanding conscious experiences through introspection. This paradigm is:,1,Structuralism,Humanism,Behaviorism,Gestaltism,21/22_Student_Halfway,1596098,"<div> 
<p>The correct answer is <b>Structuralism</b>, which is a psychological paradigm that emphasizes the analysis of conscious experiences through introspection. This approach seeks to break down mental processes into their basic components, allowing for a deeper understanding of the human mind.</p> 

<p>The other options are less relevant to the focus on introspection. <b>Humanism</b> emphasizes personal growth and self-actualization, rather than the dissection of conscious thoughts. <b>Behaviorism</b> focuses solely on observable behaviors and dismisses the importance of internal mental states. Lastly, <b>Gestaltism</b> stresses the idea that the whole of experience is greater than the sum of its parts, which contrasts with the structuralist approach of analyzing the components of consciousness.</p>
</div>"
290,10/19/2024 00:19:26,"People sometimes tend to make illusory correlations and use these false correlations as evidence to support their personal ideas or thoughts, ignoring evidence that would prove them wrong. This is known as:",2,confirmation bias,deception,deductive reasoning,inductive reasoning,21/22_Student_Halfway,1596098,"<div> 
<p>The correct answer is <b>confirmation bias</b>, which refers to the tendency of individuals to seek out, interpret, and remember information that confirms their pre-existing beliefs, while disregarding or dismissing evidence that contradicts them. This cognitive bias can lead to a reinforcement of misconceptions and illusory correlations.</p>

<p>In contrast, <b>deception</b> involves intentionally misleading others, which is not the focus of this phenomenon. <b>Deductive reasoning</b> is the process of drawing specific conclusions from general principles, while <b>inductive reasoning</b> involves forming generalizations based on specific observations. Both reasoning types do not inherently relate to the bias of favoring confirming information over contradictory evidence.</p> 
</div>"
291,10/19/2024 00:19:26,Which of the following neurotransmitters is involved in transferring signals between neurons and skeletal muscles?,3,Acetylcholine,Norepinephrine,Dopamine,Glutamate,21/22_Student_Halfway,1596098,"<div>
<p><b>Acetylcholine</b> is the correct answer because it plays a crucial role in the communication between neurons and skeletal muscles, facilitating muscle contraction. It is released at the neuromuscular junction, where it binds to receptors on muscle cells, triggering movement.</p>
<p>The other options are incorrect as they serve different functions: <b>Norepinephrine</b> is primarily involved in arousal and stress responses, <b>Dopamine</b> is associated with reward and movement regulation, and <b>Glutamate</b> acts mainly as a major excitatory neurotransmitter in the brain but does not specifically function in muscle signaling.</p>
</div>"
292,10/19/2024 00:19:26,During which stage of sleep does voluntary muscle movement cease?,4,REM sleep,non-REM sleep,a sleep spindle,the transitional phase,21/22_Student_Halfway,1596098,"<div> 
<p>The correct answer is <b>REM sleep</b>, which is the stage characterized by rapid eye movement and vivid dreaming. During this stage, the body experiences atonia, a temporary paralysis of most voluntary muscles, preventing individuals from acting out their dreams.</p> 

<p>The other options are incorrect: <b>non-REM sleep</b> includes stages where muscle tone is maintained, allowing for some movement; <b>a sleep spindle</b> refers to a specific brain wave pattern occurring during non-REM sleep, not a stage of sleep itself; and <b>the transitional phase</b> typically refers to the period between wakefulness and sleep, where muscle control is not fully lost.</p> 
</div>"
293,10/19/2024 00:19:26,"From outside to inside, the eye presents the following layers:",5,"sclera, choroid and retina","choroid, sclera and retina","cornea, sclera and retina","choroid, retina and sclera",21/22_Student_Halfway,1596098,"<div> 
<p>The correct answer is <b>sclera, choroid, and retina</b>, which accurately reflects the layers of the eye from outermost to innermost. The sclera is the tough outer layer, followed by the choroid, which contains blood vessels and provides nourishment, and finally the retina, which contains photoreceptor cells for vision.</p>

<p>Other options are incorrect because they do not present the layers in the correct order. For instance, mentioning <b>choroid first</b> in some options incorrectly places it outside the sclera, and including the <b>cornea</b> in another option misrepresents the layering since the cornea is actually part of the outermost layer, not a layer within the eye itself.</p>
</div>"
294,10/19/2024 00:19:26,A student chose not to study chapter 7 for the midterm because she/he was sure that questions about that chapter will not be included in the exam. Her/his prediction was wrong. This is an example of:,7,hindsight bias,confirmation bias,anchoring bias,representative bias,21/22_Student_Halfway,1596098,"<div>
<p>The correct answer is <b>hindsight bias</b>, which refers to the tendency of people to believe that they could have predicted an outcome after it has already occurred. In this case, the student assumed questions from chapter 7 would not be on the exam and later realized this prediction was incorrect, demonstrating hindsight bias.</p>

<p>The other options are incorrect for the following reasons: <b>confirmation bias</b> involves focusing on information that confirms one's existing beliefs while ignoring contrary evidence, which does not apply here. <b>Anchoring bias</b> refers to relying too heavily on the first piece of information encountered, which is not relevant to the student's decision-making process about studying. Lastly, <b>representative bias</b> involves making judgments based on stereotypes or similarities, which is not the issue at play in this scenario.</p>
</div>"
295,10/19/2024 00:19:26,"What is the field of psychology that studies thoughts, memories, and expectations?",1,Cognitive psychology,Humanistic psychology,Behaviourism,Clinical psychology,21/22_Student_Halfway,1766759,"<div> 
<p><b>Cognitive psychology</b> is the correct answer because it specifically focuses on mental processes such as thoughts, memories, and expectations. This field examines how people understand, think, and remember information, making it central to the study of cognitive functions.</p>

<p>In contrast, <b>humanistic psychology</b> emphasizes personal growth and self-actualization rather than the intricate workings of the mind. <b>Behaviourism</b>, on the other hand, focuses primarily on observable behaviors and the ways they are learned, largely ignoring internal mental processes. Lastly, <b>clinical psychology</b> is concerned with diagnosing and treating mental health disorders, which may involve cognitive aspects but does not exclusively study thoughts and memories like cognitive psychology does.</p>
</div>"
296,10/19/2024 00:19:26,What does the correlational method determine?,2,Whether a naturally occurring variable is related to another variable of interest,Whether a naturally occurring variable is related to another two variables of interest,Whether the experiment can be done with another dependent variable,Whether the experiment can be done with another independent variable,21/22_Student_Halfway,1766759,"<div> 
<p>The correct answer indicates that the correlational method assesses the relationship between a naturally occurring variable and another variable of interest. This is fundamental in psychology for identifying patterns and associations without implying causation.</p> 

<p>The first option is incorrect because it suggests examining the relationship between two variables, while the correlational method typically focuses on one variable's relationship with another. The second and third options are also incorrect, as they pertain to experimental design rather than correlation, which does not involve manipulating variables.</p>
</div>"
297,10/19/2024 00:19:26,What is the specialized cell that transmits impulses or messages throughout the body?,3,Neuron,Medulla,Dendrite,Hindbrain,21/22_Student_Halfway,1766759,"<div> 
<p>The correct answer is <b>Neuron</b>, which is the specialized cell responsible for transmitting impulses and messages throughout the body. Neurons play a crucial role in the nervous system by allowing communication between different parts of the body.</p>

<p>The medulla is a part of the brainstem that regulates vital functions like breathing and heart rate, but it is not a cell type. Dendrites are actually extensions of neurons that receive signals from other neurons, so while they are important for communication, they do not transmit impulses themselves. The hindbrain refers to a region of the brain that includes structures, but it is not a type of cell. Therefore, these options do not fit the definition of a specialized cell for message transmission like neurons do.</p>
</div>"
298,10/19/2024 00:19:26,What category of drugs alter consciousness and mood?,4,Psychoactive drugs,Opioids,Stimulants,Depressants,21/22_Student_Halfway,1766759,"<div> 
<p><b>Psychoactive drugs</b> are specifically defined as substances that alter brain function and consequently change mood, perception, and consciousness. This broad category includes various types of drugs, such as opioids, stimulants, and depressants, each of which affects the mind and body differently.</p> 

<p>Opioids primarily act to relieve pain and may induce feelings of euphoria, but they are considered a subset of psychoactive drugs rather than the overarching category. Stimulants increase alertness and energy but also fall under the umbrella of psychoactive substances. Depressants, on the other hand, slow down brain activity and can lead to relaxation or sedation, and they too are classified as psychoactive drugs.</p> 

<p>In summary, while opioids, stimulants, and depressants affect mood and consciousness, they are all types of <b>psychoactive drugs</b>, making the latter the correct and most inclusive answer.</p> 
</div>"
299,10/19/2024 00:19:26,What type of pain is typically felt immediately after an injury?,5,Phasic pain,Phantom pain,Tonic pain,Regular pain,21/22_Student_Halfway,1766759,"<div> 
<p><b>Phasic pain</b> is the correct answer because it refers to the sharp, immediate sensation of pain that occurs right after an injury. This type of pain serves as a protective mechanism, alerting individuals to potential harm and prompting them to take action.</p> 

<p>On the other hand, <b>phantom pain</b> occurs after an amputation, where individuals feel pain in a limb that is no longer there. This makes it irrelevant in the context of immediate pain following an injury.</p> 

<p><b>Tonic pain</b> is a longer-lasting pain that can persist after the initial injury, often associated with chronic pain conditions. It does not describe the immediate sensation felt right after an injury.</p> 

<p>Lastly, <b>regular pain</b> is a vague term and does not specifically refer to the type of pain experienced immediately after an injury, making it less precise than phasic pain.</p> 
</div>"
300,10/19/2024 00:19:26,Which one is an example of habituation?,6,Drug tolerance,Spontaneous recovery,To respond to a stimulus,Having a conditioned response,21/22_Student_Halfway,1766759,"<div> 
<p><b>Drug tolerance</b> is an example of habituation as it refers to the decreased response to a substance after repeated use, which reflects a learning process where the body becomes accustomed to the effects of the drug over time.</p>

<p>On the other hand, <b>spontaneous recovery</b> relates to the re-emergence of a conditioned response after a period of rest, rather than a decrease in response due to familiarity. <b>To respond to a stimulus</b> describes a basic reaction to any stimulus without indicating a change in response strength due to exposure. Lastly, <b>having a conditioned response</b> refers to learned behaviors resulting from conditioning processes, not to the gradual reduction of response seen in habituation.</p>
</div>"
301,10/19/2024 00:19:26,What is the term for the ability to direct thought and action as desired?,7,Cognitive control,Effortless processing,Automaticity,Reasoning,21/22_Student_Halfway,1766759,"<div> 
<p><b>Cognitive control</b> refers to the mental processes that allow individuals to manage their thoughts and actions in accordance with their goals. It involves the ability to focus attention, suppress distractions, and make decisions that align with desired outcomes.</p>

<p>The other options are less suitable. <b>Effortless processing</b> suggests a lack of mental effort, which does not accurately describe the active direction of thought and action. <b>Automaticity</b> refers to processes that occur without conscious thought, which contrasts with the idea of actively directing one’s cognition. Lastly, <b>Reasoning</b> is a specific cognitive process used to draw conclusions or make inferences, but it does not encompass the broader ability to control and direct thought and action.</p>
</div>"
302,10/19/2024 00:19:26,In what way does structuralism differ from functionalism?,1,Structuralism is focused on parts whereas functionalism is focused on the working of the whole mind,They are founded in a different century,Structuralism is focused on the conscious whereas functionalism is focused on the unconscious,"Structuralism is focused on the purpose of consciousness and behavior, whereas functionalism is focused on the elements of consciousness",21/22_Student_Halfway,1585673,"<div> 
<p><b>Structuralism</b> and <b>functionalism</b> are two foundational schools of thought in psychology that differ primarily in their focus. Structuralism emphasizes the individual components or 'parts' of consciousness, aiming to break down mental processes into their most basic elements. In contrast, functionalism looks at the 'whole' of consciousness and behavior, considering the purpose and functions of mental processes in adapting to the environment.</p>

<p>The other options present misunderstandings. The notion that they are founded in different centuries is irrelevant to their theoretical differences. The idea that structuralism focuses on the conscious and functionalism on the unconscious misrepresents their core principles, as both schools are concerned with conscious experience. Additionally, stating that structuralism focuses on the purpose while functionalism focuses on elements incorrectly reverses their actual definitions.</p>
</div>"
303,10/19/2024 00:19:26,"In an experiment on the effect of caffeine on one’s arousal, participants are asked to come to the lab on Monday and Tuesday morning. On Monday, they get coffee without caffeine, on Tuesday they get coffee with caffeine. They are not told that the coffee on Monday would not contain caffeine. Which factor is least likely to be a confound?",2,a different temperature of the room might affect the arousal,"on the second day, they might be less nervous for the experiment which might influence their arousal",they might have taken caffeine themselves before participating in the experiment,"participants might experience a placebo effect, causing the arousal to be almost similar between the two days",21/22_Student_Halfway,1585673,"<div> 
<p><b>A different temperature of the room might affect the arousal</b> is the least likely to be a confound because it is a variable that is not directly related to the caffeine manipulation. While room temperature could influence arousal levels, it is less likely to systematically vary between the two days in a way that would bias the results of the caffeine effect.</p>

<p>On the other hand, the factors regarding <b>nervousness</b>, <b>self-administered caffeine</b>, and the <b>placebo effect</b> are more directly related to the participants' psychological and physiological states on the days of the experiment. Participants might feel less nervous on the second day, which could alter their arousal independently of caffeine. If participants took caffeine independently, it would introduce an external variable that could skew results. Lastly, the placebo effect is particularly relevant since participants might unknowingly expect a different arousal level based on their knowledge of caffeine, thus influencing their response regardless of the actual caffeine content.</p>
</div>"
304,10/19/2024 00:19:26,Why do some heterozygous diseases still exist today?,3,Some alleles for diseases might have other advantages (one allele for sickle cell anemia makes a person more resistant to malaria),"Because of modern technology, there is no evolution anymore, causing diseases to still exist",Alleles are always transferred to progeny,Diseases are beneficial for the earth as this prevents overpopulation (Covid-19 for instance),21/22_Student_Halfway,1585673,"<div> 
<p>The correct answer highlights that certain alleles associated with diseases can provide advantages in specific environments. For example, having one allele for sickle cell anemia offers increased resistance to malaria, which is beneficial in regions where malaria is prevalent. This means that these alleles can persist in the population despite their association with disease.</p>

<p>The first option incorrectly claims that modern technology halts evolution, but evolution is an ongoing process influenced by various factors, including natural selection. The second option states that alleles are always transferred, which is true, but it does not explain why heterozygous diseases remain. The third option suggests that diseases are beneficial for controlling overpopulation, which is a misleading perspective and does not accurately reflect the complexities of disease dynamics.</p>
</div>"
305,10/19/2024 00:19:26,In which sleep stage do K-complexes occur?,4,Stage 2 sleep,Stage 1 sleep,Stage 3 sleep,REM sleep,21/22_Student_Halfway,1585673,"<div>
<p><b>Stage 2 sleep</b> is the correct answer because it is characterized by specific brain wave patterns, including the occurrence of K-complexes. These are large, high-amplitude waves that help the brain respond to external stimuli while maintaining sleep.</p>

<p>The other stages, such as <b>Stage 1 sleep</b>, are associated with lighter sleep and do not feature K-complexes. <b>Stage 3 sleep</b>, known as deep sleep, is characterized by slow delta waves and also does not typically have K-complexes. Lastly, <b>REM sleep</b> is the stage associated with vivid dreaming, but K-complexes are not present during this stage either.</p>
</div>"
306,10/19/2024 00:19:26,Which of the following cases is an example of a bottom-up process?,5,You hear your cat purring after you pet it,You sing along to a new song,"While having a conversation with Nina, you turn your head to respond to your friend Nikki that shouts your name",You find your keys after you have looked for them for a long time,21/22_Student_Halfway,1585673,"<div> 
<p><b>You hear your cat purring after you pet it</b> is the correct answer because it illustrates a bottom-up processing scenario where sensory information (the sound of the purring) is processed directly from the stimulus (the cat) without prior knowledge or experience influencing the perception. This means that the perception is driven by the immediate sensory input.</p>

<p>The other options do not exemplify bottom-up processing as clearly. For instance, singing along to a new song involves recalling lyrics, which is more of a top-down process, as it relies on memory and prior knowledge. Turning your head in response to your friend’s shout indicates a reaction to an external stimulus, but it also involves contextual awareness, leaning towards top-down processing. Lastly, finding your keys after a long search involves memory and the expectation of their location, which is also more aligned with top-down processing, relying on cognitive factors rather than immediate sensory input.</p>
</div>"
307,10/19/2024 00:19:26,"As a waitress, you need to bring food from the kitchen after hearing a bell. What is not true about this scenario?",6,You are not consciously aware of the consequence of the stimulus,This is a form of operant conditioning,This is a form of classical conditioning,The sound of the bell is a conditioned stimulus,21/22_Student_Halfway,1585673,"<div>
<p><b>You are not consciously aware of the consequence of the stimulus</b> is the correct answer because in this scenario, the behavior of responding to the bell is typically learned through reinforcement (operant conditioning) rather than being an unconscious response to a stimulus.</p>

<p>The statement regarding <b>operant conditioning</b> is true since the waitress's action in response to the bell is reinforced by receiving a reward, such as tips or praise. <b>Classical conditioning</b> also applies here, as the bell becomes associated with the arrival of food, making it a conditioned stimulus. Finally, the bell being a <b>conditioned stimulus</b> is accurate because it has been learned to signal an important event—in this case, the arrival of food.</p>

<p>In contrast, the notion that one is not consciously aware of the consequences is incorrect, as the waitress is likely aware that her actions lead to the delivery of food and the potential for receiving tips.</p>
</div>"
308,10/19/2024 00:19:26,"John knows all about the second world war, as he has learned about the facts. This can be considered:",7,Crystallized intelligence,Fluid intelligence,Analytical intelligence,Creative intelligence,21/22_Student_Halfway,1585673,"<div> 
<p>The correct answer is <b>crystallized intelligence</b>, which refers to the ability to use knowledge and skills that have been acquired over time, such as facts about historical events like the Second World War. This type of intelligence grows as we accumulate knowledge through education and experience.</p>

<p>The other options are not suitable in this context. <b>Fluid intelligence</b> involves the ability to solve new problems and think abstractly, often independent of prior knowledge. <b>Analytical intelligence</b> usually pertains to the ability to analyze, evaluate, and compare information, but it doesn't directly relate to the accumulation of factual knowledge. Lastly, <b>creative intelligence</b> is about generating new ideas and thinking outside the box, which does not apply to simply recalling learned facts.</p>
</div>"
309,10/19/2024 00:19:26,"Eve's class is playing soccer, with boys against girls. This is an example of:",1,Inter-group conflict,Intra-personal conflict,Inter-personal conflict,Societal conflict,21/22_Student_Halfway,1746723,"<div> 
<p>The correct answer is <b>Inter-group conflict</b> because the scenario describes a competition between two distinct groups, boys and girls, which characterizes inter-group dynamics. This type of conflict occurs when different groups have opposing goals or interests.</p> 

<p>The option <b>Intra-personal conflict</b> is incorrect as it refers to conflicts that occur within an individual, involving personal struggles or dilemmas. <b>Inter-personal conflict</b>, on the other hand, involves disputes between individuals rather than groups. Lastly, <b>Societal conflict</b> typically pertains to larger societal issues or conflicts that affect communities or societies as a whole, which is not applicable in this context.</p>
</div>"
310,10/19/2024 00:19:26,Is deception allowed in psychological experiments?,2,"Yes, but the participants have to sign an informed consent and they must receive a debriefing","Yes, deception is always allowed","Yes, but the participants have to sign an informed consent","No, deception is unethical and is forbidden by the IRB",21/22_Student_Halfway,1746723,"<div>
<p><b>Deception in psychological experiments</b> can be a complex ethical issue. The correct response indicates that while deception may be permitted, it is crucial that participants are fully informed and provide consent before participating. Additionally, a debriefing is necessary to clarify any misleading information and ensure participants understand the true nature of the study after their involvement.</p>

<p>On the other hand, stating that ""deception is always allowed"" is misleading, as ethical guidelines require careful consideration of the potential impacts on participants. The assertion that deception is completely forbidden overlooks scenarios where it is ethically justified, provided participants are informed and debriefed. Lastly, simply requiring informed consent without a debriefing does not adequately protect participants’ rights or understanding of the research, making it insufficient as a standalone guideline.</p>
</div>"
311,10/19/2024 00:19:26,Which part of the nervous system controls voluntary movement of the arms?,3,Somatic nervous system,Autonomic nervous system,Parasympathetic nervous system,Sympathetic nervous system,21/22_Student_Halfway,1746723,"<div>
<p><b>The somatic nervous system</b> is responsible for controlling voluntary movements, including the movement of the arms. It facilitates the communication between the brain and skeletal muscles, allowing for intentional actions.</p>

<p>The <b>autonomic nervous system</b>, on the other hand, regulates involuntary functions such as heart rate and digestion, not voluntary movements. The <b>parasympathetic</b> and <b>sympathetic nervous systems</b> are subdivisions of the autonomic system; the parasympathetic system promotes rest and digestion, while the sympathetic system prepares the body for 'fight or flight' responses. Neither of these systems is involved in the voluntary control of muscles.</p>
</div>"
